pk_interaction,fk_client,fk_produit,fk_canal,fk_type_transaction,fk_gestionnaire,fk_compte,fk_statut,fk_date,montant_transaction,frais_transaction,solde,nombre_operations,date_interaction
27222,9253327472,14,1,9,20033,34718665759,1,2024-04-02,435462,7793,257920,1,2024-04-02
27223,9253327472,19,2,6,20033,34718665759,1,2025-04-07,6901,136,257920,1,2025-04-07
27224,9253327472,10,1,11,20033,34718665759,1,2026-06-12,0,0,257920,1,2026-06-12
27225,9253327472,25,2,4,20033,34718665759,1,2026-02-12,1865513,1144,257920,1,2026-02-12
27226,9253327472,1,1,10,20033,34718665759,1,2026-06-24,0,0,257920,1,2026-06-24
27227,9253327472,29,2,3,20033,34718665759,1,2025-10-27,1797081,20143,257920,1,2025-10-27
27228,9253327472,12,1,11,20033,34718665759,2,2024-07-12,0,0,257920,1,2024-07-12
27229,9253327472,26,2,12,20033,34718665759,1,2025-05-14,18947,247,257920,1,2025-05-14
27230,9253327472,10,1,5,20033,34718665759,1,2026-04-18,147232,2920,257920,1,2026-04-18
27231,9253327472,29,2,3,20033,34718665759,1,2024-01-18,3684442,53284,257920,1,2024-01-18
27232,9253327472,1,2,10,20033,34718665759,1,2026-08-12,0,0,257920,1,2026-08-12
27233,9253327472,13,1,7,20033,34718665759,1,2024-06-04,368499,1301,257920,1,2024-06-04
27234,9253327472,9,2,2,20033,34718665759,1,2025-11-11,543581,2330,257920,1,2025-11-11
27235,9253327472,28,1,3,20033,34718665759,1,2025-01-27,1742777,19537,257920,1,2025-01-27
27236,5852205506,5,2,10,20067,64581357671,1,2024-12-28,0,0,325942,1,2024-12-28
27237,5852205506,2,1,12,20067,64581357671,1,2024-09-22,94919,1049,325942,1,2024-09-22
27238,5852205506,11,1,5,20067,64581357671,1,2026-04-09,196347,3909,325942,1,2026-04-09
27239,5852205506,12,1,10,20067,64581357671,1,2026-08-13,0,0,325942,1,2026-08-13
27240,5852205506,2,2,2,20067,64581357671,1,2026-02-04,387760,2288,325942,1,2026-02-04
27241,5852205506,27,2,13,20067,64581357671,1,2026-02-23,1782852,4936,325942,1,2026-02-23
27242,5852205506,27,2,12,20067,64581357671,1,2025-03-08,17195,140,325942,1,2025-03-08
27243,5852205506,6,1,7,20067,64581357671,1,2025-12-01,302932,1598,325942,1,2025-12-01
27244,5852205506,10,1,11,20067,64581357671,1,2025-06-12,0,0,325942,2,2025-06-12
27245,5852205506,2,2,4,20067,64581357671,1,2026-05-19,1517939,13623,325942,1,2026-05-19
27246,5852205506,10,1,5,20067,64581357671,1,2024-05-31,149299,2255,325942,1,2024-05-31
27247,5852205506,9,2,2,20067,64581357671,1,2024-07-01,421303,7077,325942,1,2024-07-01
27248,5852205506,22,1,10,20067,64581357671,1,2024-12-28,0,0,325942,1,2024-12-28
27249,5852205506,6,1,2,20067,64581357671,1,2026-02-28,451914,5584,325942,1,2026-02-28
27250,5852205506,23,1,10,20067,64581357671,1,2026-07-30,0,0,325942,1,2026-07-30
27251,5852205506,29,1,1,20067,64581357671,1,2025-08-06,727402,1631,325942,1,2025-08-06
27252,5852205506,23,1,10,20067,64581357671,1,2026-03-02,0,0,325942,1,2026-03-02
27253,5852205506,21,1,11,20067,64581357671,1,2024-04-17,0,0,325942,1,2024-04-17
27254,5852205506,10,1,11,20067,64581357671,1,2026-08-10,0,0,325942,1,2026-08-10
27255,5852205506,9,1,10,20067,64581357671,1,2026-04-13,0,0,325942,1,2026-04-13
27256,5852205506,12,1,3,20067,64581357671,4,2026-08-24,4838615,88390,325942,1,2026-08-24
27257,5852205506,26,2,12,20067,64581357671,1,2026-06-23,15906,256,325942,1,2026-06-23
27258,5852205506,31,1,9,20067,64581357671,1,2024-10-30,845507,16061,325942,1,2024-10-30
27259,5852205506,1,2,3,20067,64581357671,1,2024-04-28,4751982,44660,325942,1,2024-04-28
27260,5852205506,15,1,1,20067,64581357671,1,2024-08-30,395236,6288,325942,1,2024-08-30
27261,5852205506,11,1,10,20067,64581357671,1,2026-01-12,0,0,325942,1,2026-01-12
27262,5852205506,12,1,5,20067,64581357671,1,2024-09-13,136221,2313,325942,1,2024-09-13
27263,5852205506,3,1,4,20067,64581357671,1,2026-03-09,2039997,34903,325942,1,2026-03-09
27264,5852205506,2,2,2,20067,64581357671,1,2026-09-16,419903,1614,325942,1,2026-09-16
27265,5852205506,20,1,10,20067,64581357671,1,2026-05-03,0,0,325942,1,2026-05-03
27266,5852205506,21,1,10,20067,64581357671,1,2026-02-19,0,0,325942,1,2026-02-19
27267,5852205506,12,1,3,20067,64581357671,4,2024-01-01,634659,2704,325942,1,2024-01-01
27268,5852205506,24,2,4,20067,64581357671,1,2026-03-16,3521858,36332,325942,1,2026-03-16
27269,7860816338,16,1,9,20019,87593547885,1,2024-03-21,49211,345,26805814,1,2024-03-21
27270,7860816338,13,1,7,20019,87593547885,1,2024-10-26,322058,4617,26805814,1,2024-10-26
27271,7860816338,8,1,2,20019,22398686153,2,2024-08-21,649814,10960,1330954233,1,2024-08-21
27272,7860816338,9,2,10,20019,65728128199,4,2024-06-25,0,0,247842023,1,2024-06-25
27273,7860816338,13,1,8,20019,22398686153,1,2026-09-08,164101,2268,1330954233,1,2026-09-08
27274,8638545291,10,1,10,20012,56436487486,2,2026-09-19,0,0,4078569,1,2026-09-19
27275,3086535285,21,1,11,20006,29989691170,1,2024-01-16,0,0,16706,1,2024-01-16
27276,3086535285,14,1,8,20006,29989691170,1,2025-04-19,887108,1086,16706,1,2025-04-19
27277,3086535285,4,2,2,20006,29989691170,1,2026-03-09,460990,8149,16706,1,2026-03-09
27278,3086535285,8,2,10,20006,29989691170,1,2024-08-01,0,0,16706,1,2024-08-01
27279,3086535285,12,1,11,20006,29989691170,1,2026-08-26,0,0,16706,1,2026-08-26
27280,3086535285,31,1,9,20006,29989691170,1,2025-03-22,206390,577,16706,1,2025-03-22
27281,3086535285,2,2,1,20006,29989691170,3,2026-02-18,1666576,9707,16706,1,2026-02-18
27282,3086535285,31,2,3,20006,29989691170,1,2026-08-21,3847976,35764,16706,1,2026-08-21
27283,3086535285,18,1,6,20006,29989691170,1,2026-04-13,4975,83,16706,1,2026-04-13
27284,3086535285,22,1,11,20006,29989691170,1,2026-05-16,0,0,16706,3,2026-05-16
27285,3086535285,7,1,7,20006,29989691170,1,2024-06-13,79663,1099,16706,1,2024-06-13
27286,3086535285,1,2,3,20006,29989691170,1,2025-06-23,572439,8521,16706,1,2025-06-23
27287,8483761428,20,1,5,20069,44932627142,1,2025-12-01,245618,2744,41806,1,2025-12-01
27288,8483761428,8,1,2,20069,44932627142,1,2025-03-13,445920,5063,41806,1,2025-03-13
27289,8483761428,20,1,3,20069,44932627142,1,2025-06-20,3518792,20488,41806,1,2025-06-20
27290,8483761428,8,1,7,20069,44932627142,1,2026-09-22,70912,751,41806,1,2026-09-22
27291,8483761428,4,1,3,20069,44932627142,1,2025-06-19,4751868,3674,41806,1,2025-06-19
27292,8483761428,22,1,11,20069,44932627142,1,2025-10-13,0,0,41806,1,2025-10-13
27293,8483761428,11,1,3,20069,44932627142,1,2024-08-20,907333,5199,41806,1,2024-08-20
27294,8483761428,21,1,10,20069,44932627142,1,2025-07-20,0,0,41806,1,2025-07-20
27295,8483761428,25,2,13,20069,44932627142,1,2026-01-17,684707,9927,41806,1,2026-01-17
27296,8483761428,8,2,2,20069,44932627142,2,2025-01-31,529564,8538,41806,1,2025-01-31
27297,8483761428,27,2,4,20069,44932627142,1,2026-09-01,3112285,38403,41806,1,2026-09-01
27298,8483761428,28,1,12,20069,44932627142,1,2026-08-14,74785,151,41806,3,2026-08-14
27299,8483761428,9,2,7,20069,44932627142,1,2026-05-09,157968,735,41806,3,2026-05-09
27300,8483761428,14,1,7,20069,44932627142,1,2025-01-22,482552,6533,41806,1,2025-01-22
27301,8483761428,26,2,4,20069,44932627142,1,2024-06-07,1736323,14958,41806,2,2024-06-07
27302,8483761428,10,1,11,20069,44932627142,1,2025-04-18,0,0,41806,1,2025-04-18
27303,8483761428,19,1,6,20069,44932627142,1,2025-09-19,19491,154,41806,1,2025-09-19
27304,8483761428,27,2,4,20069,44932627142,1,2025-02-28,491112,5784,41806,1,2025-02-28
27305,8483761428,30,2,3,20069,44932627142,1,2026-02-20,4897689,33197,41806,1,2026-02-20
27306,5170875283,12,1,5,20004,10683507413,1,2025-03-08,170928,1785,2301154,1,2025-03-08
27307,5170875283,19,2,6,20004,47564704976,1,2025-05-11,5345,66,2309246,1,2025-05-11
27308,5170875283,25,2,13,20004,10683507413,1,2025-07-07,1933657,12306,2301154,1,2025-07-07
27309,5170875283,3,2,12,20004,10683507413,1,2024-09-12,30641,494,2301154,1,2024-09-12
27310,5170875283,4,2,1,20004,47564704976,3,2026-02-17,612810,3556,2309246,1,2026-02-17
27311,1786415298,4,1,12,20019,62644090051,1,2024-09-01,6608,124,331380,1,2024-09-01
27312,1786415298,22,1,11,20019,62644090051,2,2024-04-14,0,0,331380,1,2024-04-14
27313,1786415298,29,2,1,20019,62644090051,1,2025-12-18,1021690,11571,331380,1,2025-12-18
27314,1786415298,31,1,9,20019,62644090051,1,2025-04-02,472511,1760,331380,1,2025-04-02
27315,1786415298,16,1,7,20019,62644090051,1,2025-12-08,322733,217,331380,1,2025-12-08
27316,1786415298,18,1,6,20019,62644090051,1,2024-12-21,6751,113,331380,1,2024-12-21
27317,1786415298,17,1,10,20019,62644090051,2,2025-07-21,0,0,331380,1,2025-07-21
27318,2486139009,7,2,10,20050,99049336133,1,2025-07-27,0,0,198565,1,2025-07-27
27319,2486139009,15,1,1,20050,56395813949,1,2025-12-24,1057126,17915,34912,1,2025-12-24
27320,2486139009,3,2,10,20050,56395813949,1,2024-06-07,0,0,34912,1,2024-06-07
27321,2964331187,16,1,6,20068,18282001700,1,2026-08-12,11417,138,114730,1,2026-08-12
27322,2964331187,11,1,3,20068,18282001700,1,2026-02-24,331646,6378,114730,1,2026-02-24
27323,2964331187,18,1,10,20068,18282001700,1,2024-12-03,0,0,114730,1,2024-12-03
27324,2964331187,10,1,10,20068,18282001700,3,2025-10-06,0,0,114730,1,2025-10-06
27325,2964331187,4,1,2,20068,18282001700,1,2025-11-15,964125,16886,114730,1,2025-11-15
27326,2964331187,13,1,7,20068,18282001700,1,2026-08-29,412863,5215,114730,1,2026-08-29
27327,2964331187,3,2,2,20068,18282001700,1,2025-04-01,902326,10304,114730,1,2025-04-01
27328,2964331187,27,2,12,20068,18282001700,1,2024-02-01,53391,535,114730,1,2024-02-01
27329,2964331187,20,1,3,20068,18282001700,2,2024-10-09,1493895,23941,114730,1,2024-10-09
27330,2964331187,10,1,5,20068,18282001700,1,2024-12-09,24011,409,114730,2,2024-12-09
27331,2964331187,1,2,3,20068,18282001700,1,2025-05-18,2780601,10385,114730,1,2025-05-18
27332,2964331187,29,1,3,20068,18282001700,1,2025-07-17,964315,2648,114730,1,2025-07-17
27333,2964331187,13,1,1,20068,18282001700,1,2026-01-19,1743647,19738,114730,1,2026-01-19
27334,2964331187,20,1,3,20068,18282001700,1,2024-10-28,4470757,12990,114730,1,2024-10-28
27335,2964331187,1,2,1,20068,18282001700,1,2025-06-13,375936,6959,114730,1,2025-06-13
27336,2964331187,15,1,2,20068,18282001700,1,2024-10-29,519414,3537,114730,1,2024-10-29
27337,2964331187,5,2,12,20068,18282001700,2,2025-05-08,94012,925,114730,1,2025-05-08
27338,2964331187,29,1,12,20068,18282001700,1,2025-06-11,66837,372,114730,1,2025-06-11
27339,2964331187,30,2,3,20068,18282001700,1,2025-12-23,3401486,41416,114730,1,2025-12-23
27340,2964331187,22,1,11,20068,18282001700,1,2026-05-18,0,0,114730,1,2026-05-18
27341,2964331187,27,2,13,20068,18282001700,1,2024-02-22,688069,10197,114730,1,2024-02-22
27342,2964331187,5,2,4,20068,18282001700,1,2026-08-21,3186862,32107,114730,1,2026-08-21
27343,2964331187,22,1,11,20068,18282001700,1,2026-09-22,0,0,114730,1,2026-09-22
27344,2964331187,26,2,13,20068,18282001700,1,2026-05-27,62927,4,114730,1,2026-05-27
27345,2964331187,1,2,1,20068,18282001700,1,2026-02-13,277051,1827,114730,1,2026-02-13
27346,2964331187,28,2,1,20068,18282001700,2,2026-02-24,505162,136,114730,1,2026-02-24
27347,2964331187,23,1,10,20068,18282001700,1,2025-08-28,0,0,114730,1,2025-08-28
27348,2964331187,25,2,12,20068,18282001700,1,2026-05-18,89652,123,114730,1,2026-05-18
27349,2964331187,12,1,10,20068,18282001700,1,2025-02-21,0,0,114730,1,2025-02-21
27350,2964331187,25,2,12,20068,18282001700,1,2024-06-04,37427,63,114730,1,2024-06-04
27351,2964331187,4,2,10,20068,18282001700,1,2025-09-30,0,0,114730,1,2025-09-30
27352,2964331187,23,1,10,20068,18282001700,1,2026-05-11,0,0,114730,1,2026-05-11
27353,2964331187,28,1,1,20068,18282001700,2,2025-01-22,1553748,27330,114730,1,2025-01-22
27354,2964331187,10,1,5,20068,18282001700,1,2026-04-18,195026,2430,114730,1,2026-04-18
27355,2964331187,5,1,1,20068,18282001700,1,2026-06-23,753763,4639,114730,1,2026-06-23
27356,2964331187,25,2,13,20068,18282001700,2,2026-01-18,1704423,15552,114730,1,2026-01-18
27357,2964331187,2,1,12,20068,18282001700,1,2024-10-04,20232,40,114730,1,2024-10-04
27358,8687091415,23,1,11,20056,58978151967,1,2026-06-30,0,0,2151978,1,2026-06-30
27359,8687091415,21,1,11,20056,58978151967,1,2026-07-30,0,0,2151978,1,2026-07-30
27360,8687091415,15,1,9,20056,58978151967,1,2024-12-12,908806,2818,2151978,1,2024-12-12
27361,8687091415,25,2,13,20056,58978151967,1,2025-12-23,870922,15639,2151978,1,2025-12-23
27362,8687091415,28,2,3,20056,58978151967,1,2024-02-26,3893827,46492,2151978,1,2024-02-26
27363,8687091415,6,1,2,20056,58978151967,1,2025-05-31,600666,409,2151978,1,2025-05-31
27364,8687091415,21,1,11,20056,58978151967,1,2025-07-04,0,0,2151978,1,2025-07-04
27365,8687091415,1,2,10,20056,58978151967,1,2024-07-17,0,0,2151978,1,2024-07-17
27366,8687091415,3,2,10,20056,58978151967,1,2026-07-25,0,0,2151978,1,2026-07-25
27367,8687091415,31,2,9,20056,58978151967,2,2026-07-08,85228,1651,2151978,1,2026-07-08
27368,8687091415,16,1,9,20056,58978151967,1,2025-09-18,114326,477,2151978,1,2025-09-18
27369,8687091415,3,2,2,20056,58978151967,1,2024-11-05,973041,14323,2151978,1,2024-11-05
27370,4730921693,25,2,12,20014,59986443351,1,2026-05-01,5988,32,61132,1,2026-05-01
27371,4730921693,10,1,3,20014,13089309156,1,2026-03-20,4990137,53824,0,1,2026-03-20
27372,4730921693,26,2,12,20014,59986443351,1,2024-04-26,91151,1102,61132,1,2024-04-26
27373,4730921693,11,1,3,20014,13089309156,1,2025-12-01,2247443,27608,0,1,2025-12-01
27374,4730921693,6,1,2,20014,13089309156,1,2025-07-30,478344,5047,0,1,2025-07-30
27375,4730921693,14,1,9,20014,13089309156,1,2025-11-28,485589,954,0,1,2025-11-28
27376,4730921693,20,1,10,20014,59986443351,1,2025-12-02,0,0,61132,1,2025-12-02
27377,4730921693,22,1,11,20014,13089309156,1,2024-05-02,0,0,0,1,2024-05-02
27378,4730921693,4,1,10,20014,59986443351,1,2026-08-20,0,0,61132,1,2026-08-20
27379,4730921693,6,1,2,20014,59986443351,1,2026-07-30,34770,320,61132,1,2026-07-30
27380,4730921693,16,2,1,20014,13089309156,1,2025-07-26,1289537,19298,0,1,2025-07-26
27381,4730921693,20,1,5,20014,59986443351,1,2025-12-25,137676,1958,61132,1,2025-12-25
27382,4730921693,9,1,2,20014,59986443351,1,2024-05-14,999163,12056,61132,1,2024-05-14
27383,4730921693,26,2,4,20014,13089309156,1,2024-02-21,1829063,5847,0,1,2024-02-21
27384,3417180799,28,1,1,20080,46087481608,1,2025-08-07,1826138,18004,385464241,1,2025-08-07
27385,3417180799,11,1,11,20080,46087481608,1,2026-02-23,0,0,385464241,1,2026-02-23
27386,3417180799,15,1,8,20080,46087481608,1,2025-01-07,939787,459,385464241,1,2025-01-07
27387,3417180799,21,1,11,20080,46087481608,1,2025-07-04,0,0,385464241,1,2025-07-04
27388,3417180799,8,1,7,20080,46087481608,1,2026-06-22,113998,40,385464241,1,2026-06-22
27389,3417180799,29,1,12,20080,46087481608,1,2024-07-10,75589,446,385464241,1,2024-07-10
27390,3417180799,30,2,8,20080,46087481608,1,2026-08-09,336890,6425,385464241,1,2026-08-09
27391,3417180799,12,1,10,20080,46087481608,4,2025-11-29,0,0,385464241,1,2025-11-29
27392,3417180799,28,1,3,20080,46087481608,1,2024-01-11,3322198,9269,385464241,2,2024-01-11
27393,3417180799,12,1,3,20080,46087481608,1,2025-09-28,3497354,69851,385464241,1,2025-09-28
27394,3417180799,6,2,10,20080,46087481608,2,2026-02-04,0,0,385464241,1,2026-02-04
27395,3417180799,10,1,3,20080,46087481608,1,2025-07-11,43941,663,385464241,1,2025-07-11
27396,3417180799,16,1,2,20080,46087481608,1,2025-01-14,691229,5901,385464241,1,2025-01-14
27397,3417180799,9,1,7,20080,46087481608,1,2026-05-10,199803,3269,385464241,1,2026-05-10
27398,3417180799,7,1,2,20080,46087481608,1,2026-07-01,511090,9003,385464241,1,2026-07-01
27399,4951004144,3,1,2,20065,18611580616,1,2024-10-30,556275,1699,204172,1,2024-10-30
27400,4951004144,19,1,5,20065,11142660608,1,2025-10-21,294601,4944,0,1,2025-10-21
27401,4951004144,12,1,5,20065,11142660608,1,2024-12-23,297522,4354,0,1,2024-12-23
27402,4951004144,2,2,4,20065,18611580616,1,2024-10-09,2611909,47459,204172,1,2024-10-09
27403,4951004144,25,2,13,20065,18611580616,1,2026-02-11,1757896,29406,204172,1,2026-02-11
27404,4951004144,2,2,1,20065,18611580616,1,2024-11-03,890645,1641,204172,1,2024-11-03
27405,4951004144,2,2,4,20065,18611580616,1,2024-11-19,4187155,79357,204172,1,2024-11-19
27406,4951004144,7,1,10,20065,11142660608,1,2025-12-01,0,0,0,1,2025-12-01
27407,4951004144,10,1,3,20065,18611580616,2,2026-01-12,3550197,30987,204172,1,2026-01-12
27408,4951004144,29,1,3,20065,18611580616,1,2024-09-05,4710493,30400,204172,1,2024-09-05
27409,1075988425,28,2,3,20026,72672532768,1,2024-06-24,4159240,26141,74451,1,2024-06-24
27410,1075988425,27,2,4,20026,72672532768,1,2024-07-24,1450490,22243,74451,1,2024-07-24
27411,1075988425,13,1,9,20026,72672532768,1,2026-03-08,158232,1445,74451,1,2026-03-08
27412,1075988425,6,2,7,20026,72672532768,1,2026-05-07,485740,684,74451,1,2026-05-07
27413,1075988425,8,1,10,20026,72672532768,1,2025-05-06,0,0,74451,1,2025-05-06
27414,1075988425,3,2,12,20026,72672532768,1,2025-04-08,86259,1225,74451,1,2025-04-08
27415,1075988425,20,1,6,20026,72672532768,1,2024-06-15,7367,119,74451,1,2024-06-15
27416,1075988425,26,2,4,20026,72672532768,1,2025-09-04,4025220,48071,74451,1,2025-09-04
27417,4833384493,18,1,3,20014,28568765608,1,2024-05-14,3718580,15452,568356,1,2024-05-14
27418,4833384493,7,1,10,20014,28568765608,1,2026-01-11,0,0,568356,1,2026-01-11
27419,4833384493,21,1,11,20014,28568765608,1,2026-06-11,0,0,568356,1,2026-06-11
27420,4833384493,24,2,4,20014,28568765608,1,2024-07-30,2409045,16266,568356,1,2024-07-30
27421,4833384493,28,2,3,20014,28568765608,5,2024-07-31,810636,99,568356,1,2024-07-31
27422,8866950155,28,2,1,20076,41779801856,1,2025-02-05,618698,4112,276564,1,2025-02-05
27423,6243368516,11,1,10,20037,30420678761,1,2025-05-29,0,0,2709061,1,2025-05-29
27424,6243368516,18,1,3,20037,30420678761,1,2024-06-05,3958896,17738,2709061,1,2024-06-05
27425,6243368516,12,1,11,20037,16066944768,1,2026-07-18,0,0,1809256,1,2026-07-18
27426,6243368516,3,2,4,20037,30420678761,1,2026-03-14,3245453,7854,2709061,1,2026-03-14
27427,6243368516,20,2,10,20037,16066944768,1,2024-08-27,0,0,1809256,1,2024-08-27
27428,6243368516,23,1,11,20037,16066944768,1,2024-10-31,0,0,1809256,1,2024-10-31
27429,6243368516,28,2,3,20037,30420678761,1,2026-09-01,2399902,35711,2709061,1,2026-09-01
27430,5103423648,1,1,12,20049,34832398721,1,2026-04-18,70241,73,2199763,1,2026-04-18
27431,5103423648,9,1,10,20049,37379540447,1,2024-01-23,0,0,42797055,1,2024-01-23
27432,5103423648,4,2,10,20049,98190640922,4,2025-04-11,0,0,4304300,1,2025-04-11
27433,5103423648,14,1,6,20049,37379540447,1,2025-11-12,11433,195,42797055,1,2025-11-12
27434,5103423648,10,1,3,20049,37379540447,1,2024-04-29,145118,376,42797055,1,2024-04-29
27435,5103423648,28,2,1,20049,98190640922,1,2025-11-11,22696,215,4304300,1,2025-11-11
27436,5103423648,26,2,12,20049,34832398721,1,2026-08-19,50112,197,2199763,3,2026-08-19
27437,5103423648,27,2,4,20049,98190640922,1,2026-04-06,1712556,10698,4304300,1,2026-04-06
27438,8509817360,6,1,7,20001,73882974267,1,2025-09-22,446769,279,111785,1,2025-09-22
27439,8509817360,24,1,13,20001,73882974267,1,2025-08-02,1726763,1590,111785,1,2025-08-02
27440,8509817360,6,1,2,20001,73882974267,5,2025-07-23,240103,3008,111785,1,2025-07-23
27441,8509817360,7,2,10,20001,73882974267,1,2025-12-02,0,0,111785,1,2025-12-02
27442,8509817360,6,2,10,20001,73882974267,1,2025-12-03,0,0,111785,1,2025-12-03
27443,8509817360,18,1,3,20001,73882974267,1,2026-07-11,1567666,30860,111785,1,2026-07-11
27444,8509817360,14,1,8,20001,73882974267,1,2024-04-09,937792,13590,111785,1,2024-04-09
27445,8509817360,18,1,5,20001,73882974267,4,2026-09-11,88677,1509,111785,1,2026-09-11
27446,8509817360,8,1,7,20001,73882974267,1,2025-04-26,219320,3201,111785,1,2025-04-26
27447,8509817360,19,1,5,20001,73882974267,1,2026-09-03,27958,24,111785,1,2026-09-03
27448,8509817360,22,1,11,20001,73882974267,1,2024-06-08,0,0,111785,1,2024-06-08
27449,8509817360,26,2,12,20001,73882974267,1,2024-09-13,57891,1055,111785,1,2024-09-13
27450,8509817360,5,2,12,20001,73882974267,1,2025-02-06,38129,29,111785,1,2025-02-06
27451,8509817360,27,2,4,20001,73882974267,1,2026-07-24,4304279,60217,111785,1,2026-07-24
27452,8509817360,15,1,6,20001,73882974267,1,2024-12-21,6920,128,111785,1,2024-12-21
27453,8509817360,23,1,11,20001,73882974267,3,2026-04-30,0,0,111785,1,2026-04-30
27454,8509817360,20,1,6,20001,73882974267,1,2025-01-08,17048,167,111785,1,2025-01-08
27455,8509817360,19,1,10,20001,73882974267,1,2026-05-16,0,0,111785,1,2026-05-16
27456,8509817360,26,2,4,20001,73882974267,1,2026-06-17,2440520,7247,111785,1,2026-06-17
27457,8509817360,10,1,11,20001,73882974267,1,2024-02-09,0,0,111785,1,2024-02-09
27458,8509817360,28,2,1,20001,73882974267,1,2026-07-17,1850614,28111,111785,1,2026-07-17
27459,8509817360,16,1,2,20001,73882974267,1,2025-05-05,982595,12473,111785,1,2025-05-05
27460,8509817360,1,2,10,20001,73882974267,1,2025-09-26,0,0,111785,1,2025-09-26
27461,8509817360,26,2,4,20001,73882974267,1,2024-05-16,3233467,39793,111785,1,2024-05-16
27462,8509817360,29,2,1,20001,73882974267,1,2025-05-18,1901327,16847,111785,2,2025-05-18
27463,8509817360,27,2,12,20001,73882974267,3,2024-07-24,3923,66,111785,1,2024-07-24
27464,8509817360,18,1,3,20001,73882974267,1,2026-03-04,3078878,8898,111785,1,2026-03-04
27465,8509817360,30,2,3,20001,73882974267,1,2026-03-04,2617843,18871,111785,1,2026-03-04
27466,8509817360,26,2,4,20001,73882974267,1,2024-07-16,2184973,29468,111785,1,2024-07-16
27467,4202993561,5,2,12,20042,89547531970,1,2024-11-08,15816,221,288315,1,2024-11-08
27468,4202993561,16,1,7,20042,89547531970,1,2024-07-06,453332,1351,288315,1,2024-07-06
27469,4202993561,19,2,3,20042,89547531970,1,2025-03-27,3302438,44496,288315,1,2025-03-27
27470,4202993561,27,2,12,20042,89547531970,1,2026-04-27,72163,1256,288315,1,2026-04-27
27471,4202993561,1,2,10,20042,89547531970,1,2025-06-19,0,0,288315,1,2025-06-19
27472,4202993561,17,1,5,20042,89547531970,1,2025-06-01,85135,472,288315,1,2025-06-01
27473,4202993561,18,1,10,20042,89547531970,1,2025-01-17,0,0,288315,1,2025-01-17
27474,4202993561,10,1,10,20042,89547531970,1,2025-09-20,0,0,288315,1,2025-09-20
27475,4202993561,32,2,8,20042,89547531970,1,2026-02-06,822807,1181,288315,1,2026-02-06
27476,4202993561,20,1,3,20042,89547531970,1,2024-11-24,4925738,2387,288315,1,2024-11-24
27477,4202993561,4,2,2,20042,89547531970,1,2025-06-11,221776,4032,288315,1,2025-06-11
27478,4202993561,32,1,8,20042,89547531970,1,2024-09-08,734439,7823,288315,1,2024-09-08
27479,4202993561,18,2,10,20042,89547531970,1,2026-02-10,0,0,288315,1,2026-02-10
27480,4202993561,16,1,9,20042,89547531970,1,2025-09-27,706971,7824,288315,1,2025-09-27
27481,4202993561,22,1,11,20042,89547531970,1,2026-05-10,0,0,288315,1,2026-05-10
27482,4202993561,14,1,2,20042,89547531970,1,2025-04-08,803948,2653,288315,1,2025-04-08
27483,4202993561,1,2,4,20042,89547531970,1,2024-08-15,4370536,84399,288315,1,2024-08-15
27484,4202993561,13,1,8,20042,89547531970,2,2025-02-15,774518,8881,288315,1,2025-02-15
27485,4202993561,11,1,5,20042,89547531970,1,2026-03-21,126184,1971,288315,1,2026-03-21
27486,4202993561,14,1,6,20042,89547531970,1,2025-12-20,807,2,288315,1,2025-12-20
27487,4202993561,6,2,10,20042,89547531970,1,2024-07-20,0,0,288315,1,2024-07-20
27488,4202993561,13,1,8,20042,89547531970,1,2026-08-25,247452,2168,288315,1,2026-08-25
27489,4202993561,1,2,10,20042,89547531970,1,2025-05-09,0,0,288315,1,2025-05-09
27490,4202993561,27,2,13,20042,89547531970,1,2026-01-21,126023,1504,288315,1,2026-01-21
27491,4202993561,32,2,9,20042,89547531970,1,2025-06-20,180956,3606,288315,2,2025-06-20
27492,4202993561,1,1,1,20042,89547531970,1,2025-03-11,788312,738,288315,1,2025-03-11
27493,4202993561,29,2,3,20042,89547531970,1,2026-06-12,2616752,29139,288315,1,2026-06-12
27494,4202993561,3,2,3,20042,89547531970,1,2024-08-19,2203975,17150,288315,1,2024-08-19
27495,4202993561,16,1,1,20042,89547531970,1,2026-08-17,1216675,21439,288315,1,2026-08-17
27496,4202993561,12,1,3,20042,89547531970,1,2026-03-28,214464,3390,288315,2,2026-03-28
27497,4202993561,25,2,12,20042,89547531970,3,2024-01-19,74692,84,288315,1,2024-01-19
27498,4202993561,21,1,10,20042,89547531970,1,2025-06-28,0,0,288315,1,2025-06-28
27499,4202993561,7,1,10,20042,89547531970,1,2025-12-23,0,0,288315,1,2025-12-23
27500,4202993561,27,2,12,20042,89547531970,1,2026-06-25,98563,1180,288315,1,2026-06-25
27501,4202993561,2,2,2,20042,89547531970,1,2025-03-15,248797,4311,288315,1,2025-03-15
27502,4202993561,21,1,10,20042,89547531970,1,2025-04-02,0,0,288315,1,2025-04-02
27503,4202993561,14,2,8,20042,89547531970,1,2026-08-11,129923,275,288315,1,2026-08-11
27504,1010630769,17,1,10,20050,15239170056,1,2025-08-04,0,0,565010,1,2025-08-04
27505,1010630769,17,1,6,20050,14074281624,1,2025-08-15,13443,120,187412,1,2025-08-15
27506,1010630769,26,2,13,20050,15239170056,1,2026-04-16,1585546,31627,565010,1,2026-04-16
